standard_code,level,points,dimension,theme,good_practice,action,verification_detail,verification_medium,link,valid_answers,linked_resources
P060,Fundamental,5,Ambiente,Residuos,Minimizar la contaminación derivada de la gestión de los residuos,"El predio manipula los residuos (sólidos y/o líquidos) de manera tal, que no generen derrames que contaminen el suelo y/o el agua.","Inspección visual del área de almacenamiento, corroborando que los residuos se encuentren dentro de los contenedores correspondientes, evitando el contacto directo con el suelo, con el objetivo de no generar contaminación (ejemplo: radier y techo).",Foto,https://ciruelacertificada.cl/?s=P060&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[631, 776, 921]"
P061,Básico,2,Ambiente,Residuos,Minimizar la contaminación derivada de la gestión de los residuos,El predio implementa un protocolo para minimizar la contaminación atmosférica por material particulado al interior de sus dependencias.,"Protocolo que cuente con las siguientes medidas para minimizar la contaminación:  * No se permite la quema ni incineración de los desechos derivados de la producción.  * Los caminos son pavimentados o se aplica un suspensor de polvo químico o gravilla para evitar el aumento de la polución.  * Se realiza mantención a los equipos que utilizan combustibles fósiles internos, para evitar contaminación debido a fallas mecánicas.",Archivo,https://ciruelacertificada.cl/?s=P061&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[484, 632, 777, 922]"
P062,Intermedio,3,Ambiente,Residuos,Minimizar la contaminación derivada de la gestión de los residuos,El predio cuenta con señaléticas para las situaciones de emergencia por contaminación por derrame de residuos líquidos.,"Inspección visual de señaléticas en lugares de riesgo de contaminación, que contemple los siguientes elementos:  - Información sobre acciones de mitigación inmediata.  - Información de contacto con servicios de emergencia y autoridades locales.",Foto,https://ciruelacertificada.cl/?s=P062&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[514, 633, 778, 923]"
P063,Intermedio,3,Ambiente,Residuos,Minimizar la contaminación derivada de la gestión de los residuos,El predio capacita a su personal en la implementación del protocolo de gestión de emergencias por contaminación por derrame de residuos líquidos.,"Registro de la ejecución de capacitaciones (lista de asistencia identificando sexo quien participa, tema expuesto, persona que expone, material expuesto, registro fotográfico y certificación entregada).",Foto,https://ciruelacertificada.cl/?s=P063&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[551, 634, 779, 924]"
P064,Fundamental,5,Ambiente,Residuos,Gestionar adecuadamente los residuos derivados de la producción,"El predio somete a un triple lavado los envases derivados de la aplicación de agroquímicos, en conformidad con lo descrito en el programa “Campo limpio”. Posteriormente, son entregados o retirados por empresas u organizaciones encargadas de su revalorización.",Certificados de recepción de envases.  Más información respecto a la técnica de triple lavado y de lugares de recepción de,Archivo,https://ciruelacertificada.cl/?s=P064&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[635, 780, 925]"
P065,Intermedio,3,Ambiente,Residuos,Gestionar adecuadamente los residuos derivados de la producción,"El predio almacena los residuos peligrosos, (por ejemplo: los aceites lubricantes derivados de vehículos y maquinarias utilizadas en la explotación), en bodegas exclusivas para este tipo de material.",Inspección visual de zona de almacenamiento de residuos peligrosos.,Foto,https://ciruelacertificada.cl/?s=P065&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[636, 781, 926]"
P066,Avanzado,4,Ambiente,Residuos,Gestionar adecuadamente los residuos derivados de la producción,"El predio gestiona los residuos de aceites lubricantes derivados de vehículos y maquinarias utilizadas en la explotación, a través de empresas especializadas en su posterior valorización.","Informe que certifique el retiro y la posterior reutilización de los residuos, realizado por la empresa autorizada a cargo de la gestión.",Archivo,https://ciruelacertificada.cl/?s=P066&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[637, 782, 927]"
P067,Fundamental,5,Ambiente,Residuos,Gestionar residuos inorgánicos a través de técnicas de valorización y reciclaje,"La planta disminuye sus residuos enviados a gestores autorizados a través de la segregación, almacenamiento y entrega para su valorización, basándose en sus características y en las opciones de reciclaje disponibles.",Inspección visual de la existencia de contenedores y señaléticas informativas con respecto a la gestión de residuos para reciclaje de:  - PET y otros plásticos.  - Tetra brick.  - Papeles y cartones.  - Vidrios.  - Latas y otros metales.  - Residuos peligrosos.  - Residuos no reciclables.,Foto,https://ciruelacertificada.cl/?s=P067&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[515, 516, 517, 638, 783, 928]"
P068,Intermedio,3,Ambiente,Residuos,Gestionar residuos inorgánicos a través de técnicas de valorización y reciclaje,El predio capacita al personal sobre la relevancia del reciclaje y los procedimientos apropiados para su implementación.,"Registro de la ejecución de capacitaciones (lista de asistencia identificando sexo quien participa, tema expuesto, persona que expone, material expuesto, registro fotográfico y certificación entregada).",Foto,https://ciruelacertificada.cl/?s=P068&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[552, 639, 784, 929]"
P069,Fundamental,5,Ambiente,Residuos,Compostar la materia orgánica generada utilizando el compost en su actividad productiva,"El predio reutiliza la materia orgánica generada en sus procesos, a través de al menos, una de las siguientes técnicas:  - Compostaje.  - Lombricultura.  - Reincorporación (picado o rastraje).  - Venta o donación a otras explotaciones.","Registro actualizado que contiene la siguiente información:  - Identificación del tipo de residuo orgánico.  - Identificación de la cantidad producida mensualmente.  - Ubicación dentro de la planta.  - Destino del residuo (reciclaje, reúso, etc.).",Bitácora,https://ciruelacertificada.cl/?s=P069&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[640, 785, 930]"
P070,Fundamental,5,Ambiente,Energía,Implementar un sistema de gestión de la energía,El predio establece un sistema de registro mensual del consumo de energía.,"Registro de consumo energético actualizado mensualmente que contenga la siguiente información:  - Tipo de fuente de energía (diésel, gas, gasolina y/o energía eléctrica).  - Consumo energético mensual (kWhe).  - Gasto en energía ($/mes).",Bitácora,https://ciruelacertificada.cl/?s=P070&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[525, 641, 786, 931]"
P071,Intermedio,3,Ambiente,Energía,Implementar un sistema de gestión de la energía,El predio cuenta con un diagnóstico energético actualizado.,"Reporte de diagnóstico energético con levantamiento de información para la identificación de consumo cuenta con:  * Registros mensuales de consumo energético.  * Identificación de equipos y su consumo energético. (Identificar las áreas críticas en cuanto a consumo).  * Identificación de períodos de alto consumo energético por mes (estacional o continuo)..  * Registro de mantenimiento de equipos.  * Definición del indicador de consumo en base a la producción.  * Identificación de capacitaciones en el ámbito de energía.  * Identificación de oportunidades de mejora y costos, tiempo de implementación, necesidades adicionales (construcción, capacitación, remodelación, entre otras).  En el caso de que lo haga una empresa externa, ésta deberá entregar un informe que certifique las acciones realizadas para entregar el diagnóstico.",Archivo,https://ciruelacertificada.cl/?s=P071&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[523, 642, 787, 932]"
P072,Intermedio,3,Ambiente,Energía,Implementar un sistema de gestión de la energía,"El predio implementa un plan de capacitación para su personal, abordando la gestión eficiente de la energía.","Registro de la ejecución de capacitaciones (lista de asistencia identificando sexo quien participa, tema expuesto, persona que expone, material expuesto, registro fotográfico y certificación entregada).",Foto,https://ciruelacertificada.cl/?s=P072&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[553, 643, 788, 933]"
P073,Avanzado,4,Ambiente,Energía,Implementar un sistema de gestión de la energía,El predio implementa un sistema de gestión de la energía.,Documento con un sistema de gestión de la energía que considere la siguiente información:  * Determinación del alcance del sistema de gestión de la energía.  * Línea de base energética a través de un indicador de eficiencia energética indicando el año de la línea base (kWh /kilo de fruta seca).  * Una meta de intensidad energética.,Archivo,https://ciruelacertificada.cl/?s=P073&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[524, 644, 789, 934]"
P074,Fundamental,5,Ambiente,Energía,Implementar medidas de eficiencia energética relacionadas al plan de gestión,El predio cuenta con señalética que promueve el uso eficiente de la energía.,Inspección visual de señaléticas de uso eficiente de energía en espacios de trabajo con la siguiente información:  * Apaga la luz antes de salir.  * Cierra la puerta al salir.  * Recordar mantenciones preventivas.  * Regular el consumo de agua caliente.,Foto,https://ciruelacertificada.cl/?s=P074&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[520, 521, 522, 645, 790, 935]"
P075,Básico,2,Ambiente,Energía,Implementar medidas de eficiencia energética relacionadas al plan de gestión,El predio implementa medidas para mejorar la eficiencia de los vehículos dentro de la explotación.,"Inspección visual de señaléticas en área de guardado de vehículos que apunten a las siguientes medidas.  - Control de la presión de los neumáticos.  - Reducción del peso de la carga en los vehículos.  - Conducción eficiente a velocidades inferiores a 20 km/h.  - Combina viajes y evita los que son innecesarios.  - Conduce suavemente, evitando aceleraciones y frenadas bruscas.  - Condiciones climáticas: El viento en contra y las temperaturas extremas pueden aumentar el consumo de combustible.",Foto,https://ciruelacertificada.cl/?s=P075&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[519, 646, 791, 936]"
P076,Básico,2,Ambiente,Energía,Implementar medidas de eficiencia energética relacionadas al plan de gestión,"El predio realiza mantención de equipos, maquinarias y vehículos, una vez durante la temporada o más frecuentemente si las indicaciones del fabricante lo estipulan, asegurando un adecuado funcionamiento y uso eficiente de la energía.","Check list o registro de mantención de equipos, maquinarias y vehículos, con los siguientes datos:  • Fecha  • Tipo de evento  • Equipo o infraestructura  • Detalle labores  • Responsable  En el caso de que las mantenciones las realice una empresa externa, esta debe entregar un comprobante o informe que certifique que las acciones realizadas estén en función de lo solicitado.",Bitácora,https://ciruelacertificada.cl/?s=P076&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[485, 647, 792, 937]"
P077,Intermedio,3,Ambiente,Energía,Implementar sistemas de energías renovables,El predio evalúa la prefactibilidad técnica y económica de incorporar energías renovables dentro de su sistema productivo.,"Documento con estudio de prefactibilidad técnico económica.  En el caso de que lo haga una empresa externa, esta debe entregar un informe que certifique que las acciones realizadas estén en función de lo solicitado.",Archivo,https://ciruelacertificada.cl/?s=P077&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[648, 793, 938]"
P078,Avanzado,4,Ambiente,Energía,Implementar sistemas de energías renovables,La planta utiliza sistemas de energía renovable para autoconsumo energético.,Inspección visual de alguno de los siguientes tipos de energía.  - Energía solar.  - Eólica.  - Mini hidroeléctrica.  - Biomasa o biogás.,Foto,https://ciruelacertificada.cl/?s=P078&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[649, 794, 939]"
P079,Intermedio,3,Ambiente,Gases de Efecto Invernadero (GEI),Cuantificar emisiones de GEI en el predio,El predio cuantifica sus emisiones directas e indirectas de GEI de la unidad y define una línea base en las principales etapas de su producción.,"Registro de emisiones y capturas que incluya, fecha, monitoreo, periodo, balance de los siguientes aspectos:  Emisiones directas de GEI  • Combustión estacionaria  • Combustión móvil  • Uso suelo, cambios en el uso de suelo y silvicultura  • Procesos industriales  • Emisiones fugitivas  Emisiones indirectas de GEI causadas por energía importada  • Electricidad importada  • Otra energía importada y/o pérdidas T&D  Otras emisiones indirectas de GEI  • Transporte  • Bienes y servicios utilizados  • Uso de productos de la organización  *Se recomienda el uso de la plataforma de Huella Chile para cuantificar emisiones.  En el caso de que lo haga una empresa externa, esta debe entregar un informe que certifique que las acciones realizadas estén en función de lo solicitado.",Archivo,https://ciruelacertificada.cl/?s=P079&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[526, 529, 650, 795, 940]"
P080,Intermedio,3,Ambiente,Gases de Efecto Invernadero (GEI),Cuantificar emisiones de GEI en el predio,El predio monitorea periódicamente los GEI de la unidad.,"Reporte anual de emisiones y capturas, con indicación de la metodología empleada y los resultados obtenidos.  En el caso de que lo haga una empresa externa, esta debe entregar un informe que certifique que las acciones realizadas estén en función de lo solicitado.",Archivo,https://ciruelacertificada.cl/?s=P080&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[527, 530, 651, 796, 941]"
P081,Intermedio,3,Ambiente,Gases de Efecto Invernadero (GEI),Reducir las emisiones y promover las capturas de GEI en el predio,"El predio implementa un plan de capacitación para el personal, que aborda la problemática asociada al cambio climático y conceptos sobre cuantificación y mitigación de emisión de GEI.","Registro de la ejecución de capacitaciones (lista de asistencia identificando sexo quien participa, tema expuesto, persona que expone, material expuesto, registro fotográfico y certificación entregada).",Foto,https://ciruelacertificada.cl/?s=P081&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[554, 652, 797, 942]"
P082,Avanzado,4,Ambiente,Gases de Efecto Invernadero (GEI),Reducir las emisiones y promover las capturas de GEI en el predio,"El predio cuenta con un protocolo para reducir sus emisiones de GEI que contempla, por ejemplo, alguna de las siguientes medidas:  • Usar maquinaria agrícola eficiente energéticamente.  • Optimiza las distancias de transporte en el campo para lograr reducciones en el uso de combustible.  • Utiliza luminarias LED en bodegas, salas de empaque y oficinas para disminuir consumo eléctrico.  • Cambia de combustibles fósiles a electricidad de la red o paneles solares en el sistema de bombeo para riego.  • Emplea métodos de labranza de conservación que promueven la captura de carbono en el suelo, como mínima labranza y los cultivos de cobertura.  • Usa fertilizantes de formulación avanzada para reducir emisiones.  • Recicla, composta y valoriza los residuos orgánicos generados en el huerto y sus procesos.  • No utiliza fuego para la preparación de tierra o la eliminación en el campo de los residuos derivados de la producción.",Protocolo para reducir las emisiones de GEI.,Archivo,https://ciruelacertificada.cl/?s=P082&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[528, 653, 798, 943]"
P083,Avanzado,4,Ambiente,Gases de Efecto Invernadero (GEI),Elaborar un plan de reducción de riesgo de desastres,"La planta elabora e implementa un plan de reducción, control y respuesta frente a riesgo de desastres, vinculados al Cambio Climático. La elaboración del plan contempla determinar las amenazas históricas y proyectadas, identificar los recursos mínimos y capacidades para abordar las amenazas, y determinar las debilidades respecto de los recursos y capacidades requeridas. Las medidas del plan se elaboran en función de las debilidades detectadas y su respectiva priorización.","Plan de reducción, control y respuesta frente a riesgos de desastres, vinculados al Cambio Climático que contenga al menos la siguiente información:  *Listado de las amenazas o peligros (internas y externas) según su origen, y evaluación de recursos y vulnerabilidades para enfrentar cada una de ellas  * Programas de trabajo en sus fases de prevención, respuesta y recuperación.  *Definición de responsables y de mecanismos para asignación de recursos que financien los programas de trabajo que surjan del plan.  * Realización de simulaciones y simulacros.  El plan debe ser evaluado posterior a la ocurrencia de cada evento de emergencia o desastre.",Archivo,https://ciruelacertificada.cl/?s=P083&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[654, 799, 944]"
P084,Avanzado,4,Ambiente,Gases de Efecto Invernadero (GEI),Elaborar un plan de reducción de riesgo de desastres,"El predio incorpora monitoreo de parámetros de la situación meteorológica propia o cercana, para visualizar periodos de sequías extremas, altas y bajas temperaturas, y episodios de alta pluviometría.","Registro de eventos meteorológicos significativos, indicando la fuente de obtención de la información (estación meteorológica propia o datos de portales como http://agroclima.cl/ o https://agrometeorologia.cl/ , de los siguientes puntos:  * Altas temperaturas (más de 30°C).  * Bajas temperaturas (menos de 4°C).  * Lluvias.  * Fuente de obtención de la información.  Este registro debe ser actualizado de manera mensual.",Bitácora,https://ciruelacertificada.cl/?s=P084&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[655, 800, 945]"
P085,Avanzado,4,Ambiente,Gases de Efecto Invernadero (GEI),Elaborar un plan de reducción de riesgo de desastres,"La planta capacita al personal sobre el un plan de reducción, control y respuesta frente a riesgo de desastres, vinculados al Cambio Climático, para evitar que sean susceptibles a sufrir daños o pérdidas por efecto de las amenazas.","Registro de ejecución de capacitaciones (lista de asistencia identificando sexo de quien participa, tema expuesto, persona que expone, material expuesto, registro fotográfico y certificación entregada).",Foto,https://ciruelacertificada.cl/?s=P085&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[656, 801, 946]"
P086,Avanzado,4,Ambiente,Gases de Efecto Invernadero (GEI),Elaborar un plan de reducción de riesgo de desastres,"El predio evalúa las condiciones de degradación del suelo, monitoreando la presencia de signos de erosión.","Registro de monitoreo de erosión de suelo que considere los siguientes aspectos:  * Presencia de zanjas o corrugado en laderas con más de 10%.  * Presencia de cubiertas vegetales vivas.  * Presencia de cubierta vegetales inertes.  * Presencia/ausencia de infraestructura de protección contra aluviones (zanjas, muros de contención y de derivación de caudales).",Foto,https://ciruelacertificada.cl/?s=P086&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[657, 802, 947]"
P087,Fundamental,5,Calidad,Gestión de la Calidad,Poseer una política de calidad y de mejora continua en el predio,El predio identifica y gestiona de manera eficiente los principales puntos críticos de control (PCC) para la obtención de ciruelas para deshidratado.,"Protocolo para la gestión eficiente de los PCC con las siguientes medidas.  - Grado de maduración de la fruta en base a acuerdos con clientes (brix, color, tamaño).  - Aplicación de agroquímicos cumpliendo con los límites máximos de residuos.  - Humedad de secado (cancha u horno).  - Otros identificados por la empresa.",Archivo,https://ciruelacertificada.cl/?s=P087&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[658, 803, 948]"
