standard_code,level,points,dimension,theme,good_practice,action,verification_detail,verification_medium,link,valid_answers,linked_resources
A060,Básico,2,Ambiente,Energía,Implementar medidas de eficiencia energética relacionadas al plan de gestión,"La planta implementa un plan de mantenimiento de luminarias, para gestionar eficientemente la iluminación dentro del recinto.",Plan de mantenimiento elaborado que incorpore al menos las siguientes medidas: - Utiliza luminaria de bajo consumo energético. - Limpia las luminarias y ampolletas periódicamente. - Tipos de luminarias a adquirir en caso de reemplazo.,Bitácora,https://ciruelacertificada.cl/?s=A060&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[127, 262, 397]"
A061,Intermedio,3,Ambiente,Energía,Implementar sistemas de energías renovables,La planta evalúa la prefactibilidad técnica y económica de incorporar energías renovables dentro de su sistema productivo.,"Documento con estudio de prefactibilidad técnico económica. En el caso de que lo haga una empresa externa, esta debe entregar un informe que certifique que las acciones realizadas estén en función de lo solicitado.",Archivo,https://ciruelacertificada.cl/?s=A061&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[128, 263, 398]"
A062,Avanzado,4,Ambiente,Energía,Implementar sistemas de energías renovables,La planta utiliza sistemas de energía renovable para autoconsumo energético,Inspección visual de alguno de los siguientes tipos de energía: - Energía solar. - Eólica. - Mini hidroeléctrica. - Biomasa o biogás.,Foto,https://ciruelacertificada.cl/?s=A062&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[129, 264, 399]"
A063,Intermedio,3,Ambiente,Gases de Efecto Invernadero (GEI),Cuantificar emisiones de GEI en la planta,La planta cuantifica sus emisiones directas e indirectas de GEI de la unidad y define una línea base en las principales etapas de su producción.,"Registro de emisiones y capturas que incluya, fecha, monitoreo, periodo, balance de los siguientes aspectos: Emisiones directas de GEI • Combustión estacionaria • Combustión Móvil • Uso suelo, cambios en el uso de suelo y Silvicultura • Procesos industriales • Emisiones fugitivas Emisiones indirectas de GEI causadas por energía importada • Electricidad importada • Otra energía importada y/o pérdidas T&D Otras emisiones indirectas de GEI • Transporte • Bienes y servicios utilizados • Uso de productos de la organización *Se recomienda el uso de la plataforma de Huella Chile para cuantificar emisiones. En el caso de que lo haga una empresa externa, esta debe entregar un informe que certifique que las acciones realizadas estén en función de lo solicitado.",Archivo,https://ciruelacertificada.cl/?s=A063&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[26, 29, 130, 265, 400]"
A064,Intermedio,3,Ambiente,Gases de Efecto Invernadero (GEI),Cuantificar emisiones de GEI en la planta,La planta monitorea periódicamente los GEI de la unidad.,"Reporte anual de emisiones y capturas, con indicación de la metodología empleada y los resultados obtenidos. En el caso de que lo haga una empresa externa, esta debe entregar un informe que certifique que las acciones realizadas estén en función de lo solicitado.",Archivo,https://ciruelacertificada.cl/?s=A064&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[27, 30, 131, 266, 401]"
A065,Básico,2,Ambiente,Gases de Efecto Invernadero (GEI),Reducir las emisiones y promover las capturas de GEI en la planta,"La planta implementa un plan de capacitación para las personas que trabajan en ella, abordando la problemática asociada al cambio climático y conceptos sobre cuantificación y mitigación de emisión de GEI.","Registro de ejecución de capacitaciones (lista de asistencia identificando sexo de quien participa, tema expuesto, persona que expone, material expuesto, registro fotográfico y certificación entregada). Se verifica que al menos una persona atingente al área, haya recibido esta capacitación.",Foto,https://ciruelacertificada.cl/?s=A065&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[48, 132, 267, 402]"
A066,Avanzado,4,Ambiente,Gases de Efecto Invernadero (GEI),Reducir las emisiones y promover las capturas de GEI en la planta,"La planta cuenta con un protocolo para reducir sus emisiones de GEI que contempla, por ejemplo, alguna de las siguientes medidas: • Cambiar el sistema de calefacción de caldera de petróleo por gas natural o biogás. • Instalar paneles solares térmicos para el precalentamiento del agua utilizada en el procesamiento de ciruelas. • Implementar luminarias LED de bajo consumo con automatización. • Mejorar el aislamiento térmico en paredes y techos para reducir pérdidas de calor. • Establecer un plan de mantención preventiva de maquinaria y equipos. • Reemplazar montacargas y vehículos de transporte por modelos eléctricos de bajas emisiones.",Protocolo para reducir las emisiones de GEI.,Archivo,https://ciruelacertificada.cl/?s=A066&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[28, 133, 268, 403]"
A067,Avanzado,4,Ambiente,Gases de Efecto Invernadero (GEI),Elaborar un plan de reducción de riesgos de desastres,"La planta elabora e implementa un plan de reducción, control y respuesta frente a riesgo de desastres, vinculados al Cambio Climático. La elaboración del plan contempla determinar las amenazas históricas y proyectadas, identificar los recursos mínimos y capacidades para abordar las amenazas, y determinar las debilidades respecto de los recursos y capacidades requeridas. Las medidas del plan se elaboran en función de las debilidades detectadas y su respectiva priorización.","Plan de reducción, control y respuesta frente a riesgos de desastres, vinculados al Cambio Climático que contenga al menos la siguiente información: * Listado de las amenazas o peligros (internas y externas) según su origen, y evaluación de recursos y vulnerabilidades para enfrentar cada una de ellas * Programas de trabajo en sus fases de prevención, respuesta y recuperación. * Definición de responsables y de mecanismos para asignación de recursos que financien los programas de trabajo que surjan del plan. * Realización de simulaciones y simulacros. El plan debe ser evaluado posterior a la ocurrencia de cada evento de emergencia o desastre.",Archivo,https://ciruelacertificada.cl/?s=A067&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[134, 269, 404]"
A068,Avanzado,4,Ambiente,Gases de Efecto Invernadero (GEI),Elaborar un plan de reducción de riesgos de desastres,"La planta incorpora monitoreo de parámetros de la situación meteorológica propia o cercana, para visualizar episodios extremos de sequías extremas, altas y bajas temperaturas, y episodios de alta pluviometría.","Registro de eventos meteorológicos significativos, indicando la fuente de obtención de la información (estación meteorológica propia o datos de portales como http://agroclima.cl/ o https://agrometeorologia.cl/ , de los siguientes puntos: * Altas temperaturas (más de 30°C). * Bajas temperaturas (menos de 4°C). * Lluvias. * Fuente de obtención de la información. Este registro debe ser actualizado de manera mensual.",Bitácora,https://ciruelacertificada.cl/?s=A068&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[135, 270, 405]"
A069,Avanzado,4,Ambiente,Gases de Efecto Invernadero (GEI),Elaborar un plan de reducción de riesgos de desastres,"La planta capacita al personal sobre el un plan de reducción, control y respuesta frente a riesgo de desastres, vinculados al Cambio Climático, para evitar que sean susceptibles a sufrir daños o pérdidas por efecto de las amenazas.","Registro de ejecución de capacitaciones (lista de asistencia identificando sexo de quien participa, tema expuesto, persona que expone, material expuesto, registro fotográfico y certificación entregada). Se verifica que al menos una persona atingente al área, haya recibido esta capacitación.",Foto,https://ciruelacertificada.cl/?s=A069&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[136, 271, 406]"
A070,Fundamental,5,Calidad,Gestión de la Calidad,Poseer una política de calidad y de mejora continua en la planta,"La planta identifica y gestiona de manera eficiente, los principales Puntos Críticos de Control (PCC) asociados a la producción de ciruelas deshidratadas. Se deben considerar, al menos, los siguientes puntos: - Identificar el producto. - Describir el producto y el uso previsto, incluidas instrucciones de procesamiento validadas. - Listar materias primas/ingredientes. - Incluir un diagrama de flujo del proceso (con los PCC identificados). - Incluir un análisis de peligros de materias primas, productos y procesos. - Describir el objetivo y los límites críticos del PCC. - Describir el seguimiento y la frecuencia de los PCC. - Detallar acciones correctivas para cada PCC.",Protocolo de acciones de control de calidad realizadas en la planta.,Archivo,https://ciruelacertificada.cl/?s=A070&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[137, 272, 407]"
A071,Básico,2,Calidad,Gestión de la Calidad,Poseer una política de calidad y de mejora continua en la planta,La planta establece un procedimiento de gestión de la calidad en la recepción de la materia prima y en las etapas del proceso productivo y el producto final.,"Protocolo de gestión de calidad que detalle los procesos realizados para cumplir los requisitos de seguridad, legalidad y calidad del producto",Archivo,https://ciruelacertificada.cl/?s=A071&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[138, 273, 408]"
A072,Básico,2,Calidad,Gestión de la Calidad,Poseer una política de calidad y de mejora continua en la planta,La planta posee un procedimiento de gestión de la calidad conocida por las personas que trabajan en ella.,"Registro de ejecución de capacitaciones (lista de asistencia identificando sexo de quien participa, tema expuesto, persona que expone, material expuesto, registro fotográfico y certificación entregada). Se verifica que al menos una persona atingente al área, haya recibido esta capacitación.",Foto,https://ciruelacertificada.cl/?s=A072&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[49, 139, 274, 409]"
A073,Intermedio,3,Calidad,Gestión de la Calidad,Poseer una política de calidad y de mejora continua en la planta,"La planta establece canales de comunicación directos, para recibir y responder de manera oportuna los reclamos de clientes y consumidores.","Registro que evidencie las vías de comunicación con clientes y consumidores, ya sea de manera física (empaques) o digital (página web), para el envío de sugerencias y reclamos.",Foto,https://ciruelacertificada.cl/?s=A073&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[140, 275, 410]"
A074,Intermedio,3,Calidad,Gestión de la Calidad,Poseer una política de calidad y de mejora continua en la planta,"La planta gestiona sus auditorías internas en base a los riesgos asociados, para evaluar el nivel de cumplimiento de su política de gestión de calidad.","Comprobante de auditoría interna, que permita verificar que se cumple con los requisitos de las certificaciones aplicables (con su respectiva periodicidad).",Archivo,https://ciruelacertificada.cl/?s=A074&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[141, 276, 411]"
A075,Básico,2,Calidad,Gestión de la Calidad,Documentar los procesos productivos realizados en la planta,La planta mantiene registros de todo el producto seco y tiernizado elaborado.,Documento de registro con la siguiente información: - Fecha. - Total de producto seco recolectado al día. - Tipo de secado. - Tiempo de almacenamiento máximo de producto seco. - Total de producto tiernizado elaborado al día. - Total de producto empacado al día. - Tipo de empaque. - Mercado de destino.,Bitácora,https://ciruelacertificada.cl/?s=A075&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[142, 277, 412]"
A076,Básico,2,Calidad,Gestión de la Calidad,Documentar los procesos productivos realizados en la planta,La planta registra todas las labores productivas realizadas y la persona responsable de su ejecución.,Registro con la siguiente información: - Labor. - Fase de la línea de proceso. - Fecha y hora de ejecución. - Persona responsable de su ejecución.,Bitácora,https://ciruelacertificada.cl/?s=A076&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[31, 143, 278, 413]"
A077,Básico,2,Calidad,Gestión de la Calidad,Documentar los procesos productivos realizados en la planta,"La planta registra el consumo de materias primas, ingredientes e insumos utilizados para el procesamiento.",Registro diario con la siguiente información: - Volumen y procedencia de la fruta de la fase de producción primaria. - Tipo y cantidad de conservantes utilizados (sorbato de potasio). - Tipo y cantidad de material de embalaje utilizado.,Bitácora,https://ciruelacertificada.cl/?s=A077&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[144, 279, 414]"
A078,Básico,2,Calidad,Gestión de la Calidad,Poseer un sistema de trazabilidad del producto a lo largo de todas sus etapas de producción,"La planta establece políticas y procedimientos documentados para garantizar que todos los ingredientes, auxiliares tecnológicos, productos acabados y envases de los productos (interiores y exteriores) puedan rastrearse desde la producción hasta la distribución, a través de un protocolo de trazabilidad.",Protocolo del proceso de trazabilidad en la empresa que cuente con los siguientes aspectos: - Identificación de predio o proveedor de materia prima. - Identificación del tipo de secado. - Calibre. - % de humedad. - Despepitado. - Dosis de conservante adicionado. - Mercado de destino.,Archivo,https://ciruelacertificada.cl/?s=A078&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[145, 280, 415]"
A079,Intermedio,3,Calidad,Gestión de la Calidad,Poseer un sistema de trazabilidad del producto a lo largo de todas sus etapas de producción,"La planta asegura que sus productos elaborados posean un código (N° de lote), que le permita rastrear la cantidad producida, enviada y desperdiciada; ubicación del material; y fechas de producción y envío.","Registro que evidencie la presencia del N° de lote en el producto terminado, ya sea en el paquete o en la etiqueta del producto.",Foto,https://ciruelacertificada.cl/?s=A079&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[146, 281, 416]"
A080,Básico,2,Calidad,Gestión de la Calidad,Poseer protocolos logísticos que faciliten la gestión del proceso productivo,La planta posee un diagrama de flujo del proceso productivo.,Registro del diagrama de flujo disponible ya sea en formato físico o digital.,Archivo,https://ciruelacertificada.cl/?s=A080&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[147, 282, 417]"
A081,Básico,2,Calidad,Gestión de la Calidad,Poseer protocolos logísticos que faciliten la gestión del proceso productivo,La planta implementa un procedimiento que asegure el adecuado despacho del producto final.,"Registro con el N° de la guía de despacho que contenga la siguiente información: - Fecha despacho. - Tipo de producto (condición natural o tiernizado). - Calibre. - Tipo de empaque. - Documentación legal del mercado de destino. - Autorización de la autoridad fitosanitaria (SAG), al momento de cargar el contenedor.",Bitácora,https://ciruelacertificada.cl/?s=A081&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[148, 283, 418]"
A082,Intermedio,3,Calidad,Gestión de la Calidad,Poseer protocolos logísticos que faciliten la gestión del proceso productivo,"La planta optimiza el proceso de elaboración del producto final, a través de las siguientes medidas: - Realiza mantención y calibración de los equipos de las líneas de proceso anualmente o según las indicaciones del fabricante, en el caso de que requiera mantención con mayor frecuencia. - Maneja adecuadamente los inventarios de insumos, materias primas y producto terminado.",Son válidos los siguientes documentos: * Check listo o registro de labores de mantención ejecutadas en planta. * Inventario actualizado mensualmente.,Archivo,https://ciruelacertificada.cl/?s=A082&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[6, 149, 284, 419]"
A083,Fundamental,5,Calidad,Gestión de la Inocuidad,Poseer una política de inocuidad para la producción,La planta capacita a las personas que trabajan en ella sobre seguridad e higiene de los alimentos basada en el Codex y las regulaciones nacionales aplicables.,"Registro de ejecución de capacitaciones (lista de asistencia identificando sexo de quien participa, tema expuesto, persona que expone, material expuesto, registro fotográfico y certificación entregada). Se verifica que al menos una persona atingente al área, haya recibido esta capacitación.",Foto,https://ciruelacertificada.cl/?s=A083&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[50, 150, 285, 420]"
A084,Básico,2,Calidad,Gestión de la Inocuidad,Poseer una política de inocuidad para la producción,La planta utiliza señaléticas para promover sus prácticas sobre higiene e inocuidad.,"Inspección visual de las señaléticas con las siguientes temáticas: - Procedimientos de limpieza. - Manipulación de alimentos (lavado de manos, contaminación por agentes externos). - Uso de ropa de trabajo adecuada (cofia, calzado protector, delantal, etc.) y libre de accesorios.",Foto,https://ciruelacertificada.cl/?s=A084&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[32, 60, 61, 151, 286, 421]"
A085,Intermedio,3,Calidad,Gestión de la Inocuidad,Poseer una política de inocuidad para la producción,"La planta establece, implementa, documenta y mantiene un sistema de seguridad y calidad alimentaria, para proteger el suministro de alimentos de los peligros biológicos, químicos y físicos, con el fin de evitar la contaminación.","Plan de análisis de riesgos, documentado para las materias primas, ingredientes, auxiliares tecnológicos y materiales de envasado que contenga, al menos la siguiente información: - Determinar puntos críticos de control. - Establecer límites críticos. - Establecer procedimientos de monitoreo. - Establecer medidas correctivas. - Establecer procedimientos de comprobación auditables. El plan debe ser revisado, al menos, una vez al año si se producen cambios en el producto o en el proceso.",Archivo,https://ciruelacertificada.cl/?s=A085&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[152, 287, 422]"
A086,Avanzado,4,Calidad,Gestión de la Inocuidad,Poseer una política de inocuidad para la producción,La planta realiza auditorías internas anuales para evaluar el nivel de cumplimiento de su política de inocuidad.,"Comprobante de auditoría interna que permita verificar que se cumple con los requisitos de inocuidad, demostrando su capacidad para cumplir con los mismos mediante procesos documentados, medidas de control y resultados de sus auditorías realizadas, al menos, una vez por año.",Archivo,https://ciruelacertificada.cl/?s=A086&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[153, 288, 423]"
A087,Básico,2,Calidad,Gestión de la Inocuidad,Utilizar agua con condiciones microbiológicas adecuadas para la producción,La planta utiliza agua potable cuando esta es un ingrediente del producto final.,Registro que acredite la utilización del servicio básico de agua potable en la planta.,Foto,https://ciruelacertificada.cl/?s=A087&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[154, 289, 424]"
